identificatie,postcode,huisnummer,oppervlakte,gebruiksdoel,status,pand_identificatie
0361010000003042,1813ED,4,99,woonfunctie,Verblijfsobject in gebruik,0361100000000249
0361010000004061,1827BC,47,77,woonfunctie,Verblijfsobject in gebruik,0361100000042723
0361010000004599,1827BT,5,104,woonfunctie,Verblijfsobject in gebruik,0361100000043992
0361010000001130,1827DJ,76,56,woonfunctie,Verblijfsobject in gebruik,0361100000041682
0361010000002600,1817JM,73,112,gezondheidszorgfunctie,Verblijfsobject in gebruik,0361100000029181
0361010000002180,1824EE,124,134,woonfunctie,Verblijfsobject in gebruik,0361100000025729
0361010000003545,1813BL,78,42,woonfunctie,Verblijfsobject in gebruik,0361100000001880
0361010000003043,1813ED,6,99,woonfunctie,Verblijfsobject in gebruik,0361100000000245
0361010000004600,1827BT,6,104,woonfunctie,Verblijfsobject in gebruik,0361100000043993
0361010000001131,1827DJ,77,65,woonfunctie,Verblijfsobject in gebruik,0361100000041681
0361010000002181,1824EE,126,133,woonfunctie,Verblijfsobject in gebruik,0361100000025730
0361010000004062,1827BC,48,77,woonfunctie,Verblijfsobject in gebruik,0361100000042721
0361010000003044,1813ED,8,101,woonfunctie,Verblijfsobject in gebruik,0361100000000243
0361010000004601,1827BT,7,104,woonfunctie,Verblijfsobject in gebruik,0361100000043996
0361010000001132,1827DJ,78,65,woonfunctie,Verblijfsobject in gebruik,0361100000041681
0361010000003546,1813BL,80,40,woonfunctie,Verblijfsobject in gebruik,0361100000101753
0361010000002182,1824EE,128,134,woonfunctie,Verblijfsobject in gebruik,0361100000025731
0361010000003045,1813ED,10,101,woonfunctie,Verblijfsobject in gebruik,0361100000000242
0361010000002601,1817JM,75,213,bijeenkomstfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000004602,1827BT,8,104,woonfunctie,Verblijfsobject in gebruik,0361100000043997
0361010000002602,1817JM,77,164,kantoorfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000004063,1827BC,49,77,woonfunctie,Verblijfsobject in gebruik,0361100000043020
0361010000002183,1824EE,130,133,woonfunctie,Verblijfsobject in gebruik,0361100000025732
0361010000001133,1827DJ,79,63,woonfunctie,Verblijfsobject in gebruik,0361100000041681
0361010000003046,1813ED,12,99,woonfunctie,Verblijfsobject in gebruik,0361100000000234
0361010000003547,1813BL,82,42,woonfunctie,Verblijfsobject in gebruik,0361100000101754
0361010000002603,1817JM,79,230,kantoorfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000004603,1827BT,9,104,woonfunctie,Verblijfsobject in gebruik,0361100000044000
0361010000002604,1817JM,81,73,kantoorfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000002184,1824EE,132,134,woonfunctie,Verblijfsobject in gebruik,0361100000025733
0361010000003047,1813ED,14,99,woonfunctie,Verblijfsobject in gebruik,0361100000101691
0361010000002605,1817JM,83,48,winkelfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000004064,1827BC,50,77,woonfunctie,Verblijfsobject in gebruik,0361100000043021
0361010000001134,1827DJ,80,63,woonfunctie,Verblijfsobject in gebruik,0361100000041681
0361010000004604,1827BT,10,104,woonfunctie,Verblijfsobject in gebruik,0361100000044001
0361010000002606,1817JM,85,80,kantoorfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000003548,1813BL,84,40,woonfunctie,Verblijfsobject in gebruik,0361100000101755
0361010000002185,1824EE,134,134,woonfunctie,Verblijfsobject in gebruik,0361100000025734
0361010000003048,1813ED,16,101,woonfunctie,Verblijfsobject in gebruik,0361100000000229
0361010000004065,1827BC,51,80,woonfunctie,Verblijfsobject in gebruik,0361100000043022
0361010000004605,1827BT,11,104,woonfunctie,Verblijfsobject in gebruik,0361100000044003
0361010000002607,1817JN,99,46,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000002186,1824EG,136,137,woonfunctie,Verblijfsobject in gebruik,0361100000102722
0361010000003549,1813BL,86,42,woonfunctie,Verblijfsobject in gebruik,0361100000101756
0361010000003049,1813ED,18,101,woonfunctie,Verblijfsobject in gebruik,0361100000000228
0361010000001135,1827DJ,81,56,woonfunctie,Verblijfsobject in gebruik,0361100000041681
0361010000004606,1827BT,12,104,woonfunctie,Verblijfsobject in gebruik,0361100000044004
0361010000002608,1817JN,101,116,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000002187,1824EG,138,137,woonfunctie,Verblijfsobject in gebruik,0361100000026123
0361010000003050,1813ED,20,99,woonfunctie,Verblijfsobject in gebruik,0361100000000224
0361010000004066,1827BC,52,77,woonfunctie,Verblijfsobject in gebruik,0361100000043024
0361010000003550,1813BL,88,40,woonfunctie,Verblijfsobject in gebruik,0361100000101757
0361010000001136,1827DJ,82,56,woonfunctie,Verblijfsobject in gebruik,0361100000041681
0361010000002188,1824EG,140,137,woonfunctie,Verblijfsobject in gebruik,0361100000026124
0361010000004607,1827BT,13,104,woonfunctie,Verblijfsobject in gebruik,0361100000103392
0361010000002609,1817JN,103,46,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000003051,1813ED,22,101,woonfunctie,Verblijfsobject in gebruik,0361100000000221
0361010000004067,1827BC,53,77,woonfunctie,Verblijfsobject in gebruik,0361100000043026
0361010000001137,1827DJ,83,65,woonfunctie,Verblijfsobject in gebruik,0361100000041680
0361010000003551,1813BL,90,42,woonfunctie,Verblijfsobject in gebruik,0361100000101758
0361010000004608,1827BT,14,111,woonfunctie,Verblijfsobject in gebruik,0361100000103393
0361010000002189,1824EG,142,137,woonfunctie,Verblijfsobject in gebruik,0361100000026127
0361010000003052,1813ED,24,99,woonfunctie,Verblijfsobject in gebruik,0361100000000220
0361010000005084,1814JE,16,125,woonfunctie,Verblijfsobject in gebruik,0361100000003977
0361010000002610,1817JN,105,112,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000003552,1813BL,92,42,woonfunctie,Verblijfsobject in gebruik,0361100000101759
0361010000001138,1827DJ,84,65,woonfunctie,Verblijfsobject in gebruik,0361100000041680
0361010000002190,1824EG,144,150,woonfunctie,Verblijfsobject in gebruik,0361100000026131
0361010000004609,1827BT,15,104,woonfunctie,Verblijfsobject in gebruik,0361100000044007
0361010000004068,1827BC,54,77,woonfunctie,Verblijfsobject in gebruik,0361100000043028
0361010000003053,1816HA,1,113,woonfunctie,Verblijfsobject in gebruik,0361100000020258
0361010000002611,1817JN,107,82,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000002191,1824EG,146,137,woonfunctie,Verblijfsobject in gebruik,0361100000026134
0361010000003553,1813BL,94,42,woonfunctie,Verblijfsobject in gebruik,0361100000101760
0361010000004610,1827BT,16,104,woonfunctie,Verblijfsobject in gebruik,0361100000044010
0361010000001139,1827DJ,85,63,woonfunctie,Verblijfsobject in gebruik,0361100000041680
0361010000005085,1814JD,17,96,woonfunctie,Verblijfsobject in gebruik,0361100000003889
0361010000002612,1817JN,109,46,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000002192,1824EG,148,137,woonfunctie,Verblijfsobject in gebruik,0361100000102721
0361010000004611,1827BT,17,104,woonfunctie,Verblijfsobject in gebruik,0361100000044013
0361010000003554,1821AH,1,102,woonfunctie,Verblijfsobject in gebruik,0361100000012601
0361010000004069,1827BC,55,77,woonfunctie,Verblijfsobject in gebruik,0361100000043029
0361010000003054,1816HB,2,162,woonfunctie,Verblijfsobject in gebruik,0361100000019610
0361010000003555,1821AK,2,23,woonfunctie,Verblijfsobject in gebruik,0361100000101132
0361010000001140,1827DJ,86,63,woonfunctie,Verblijfsobject in gebruik,0361100000041680
0361010000002193,1824EG,150,137,woonfunctie,Verblijfsobject in gebruik,0361100000026136
0361010000004612,1827BT,18,104,woonfunctie,Verblijfsobject in gebruik,0361100000044016
0361010000002613,1817JN,111,46,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000004070,1827BC,56,77,woonfunctie,Verblijfsobject in gebruik,0361100000043031
0361010000002194,1824EG,152,137,woonfunctie,Verblijfsobject in gebruik,0361100000026137
0361010000002614,1817JN,113,116,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000004613,1827BT,19,104,woonfunctie,Verblijfsobject in gebruik,0361100000044017
0361010000004614,1816DC,1,17,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102367
0361010000004071,1827BC,57,104,woonfunctie,Verblijfsobject in gebruik,0361100000043439
0361010000001141,1827DJ,87,56,woonfunctie,Verblijfsobject in gebruik,0361100000041680
0361010000003056,1816HB,4,102,woonfunctie,Verblijfsobject in gebruik,0361100000019609
0361010000002195,1824EG,154,137,woonfunctie,Verblijfsobject in gebruik,0361100000102720
0361010000002615,1817JN,115,46,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000003558,1821AK,6,10,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000012413
0361010000004072,1827BC,58,104,woonfunctie,Verblijfsobject in gebruik,0361100000043441
0361010000002196,1824EG,156,137,woonfunctie,Verblijfsobject in gebruik,0361100000026138
0361010000001142,1827DJ,88,56,woonfunctie,Verblijfsobject in gebruik,0361100000041680
0361010000004073,1827BC,59,104,woonfunctie,Verblijfsobject in gebruik,0361100000043442
0361010000004616,1816DC,3,118,woonfunctie,Verblijfsobject in gebruik,0361100000024458
0361010000002616,1817JN,117,112,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000002197,1824EG,158,137,woonfunctie,Verblijfsobject in gebruik,0361100000026139
0361010000004074,1827BC,60,104,woonfunctie,Verblijfsobject in gebruik,0361100000043444
0361010000001143,1827DK,89,63,woonfunctie,Verblijfsobject in gebruik,0361100000041679
0361010000002617,1817JN,119,82,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000003057,1816HA,5,129,woonfunctie,Verblijfsobject in gebruik,0361100000020256
0361010000002199,1824EG,164,307,kantoorfunctie,Verblijfsobject in gebruik,0361100000026144
0361010000003560,1821AK,8,95,woonfunctie,Verblijfsobject in gebruik,0361100000011924
0361010000004075,1827BC,61,104,woonfunctie,Verblijfsobject in gebruik,0361100000103398
0361010000004618,1816DC,5,118,woonfunctie,Verblijfsobject in gebruik,0361100000024455
0361010000002618,1817JN,121,46,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000003058,1816HB,6,105,woonfunctie,Verblijfsobject in gebruik,0361100000019606
0361010000001144,1827DK,90,63,woonfunctie,Verblijfsobject in gebruik,0361100000041679
0361010000004076,1827BC,62,104,woonfunctie,Verblijfsobject in gebruik,0361100000043448
0361010000002200,1826DD,1,102,woonfunctie,Verblijfsobject in gebruik,0361100000034339
0361010000005091,1814JD,23,87,woonfunctie,Verblijfsobject in gebruik,0361100000003882
0361010000003562,1821AK,10,84,woonfunctie,Verblijfsobject in gebruik,0361100000101128
0361010000002619,1817JN,123,46,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000003059,1816HA,7,104,woonfunctie,Verblijfsobject in gebruik,0361100000020255
0361010000004077,1827BC,63,104,woonfunctie,Verblijfsobject in gebruik,0361100000043452
0361010000004620,1816DC,7,118,woonfunctie,Verblijfsobject in gebruik,0361100000024454
0361010000001145,1827DK,91,56,woonfunctie,Verblijfsobject in gebruik,0361100000041679
0361010000002620,1817JN,125,116,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000002201,1826DD,2,102,woonfunctie,Verblijfsobject in gebruik,0361100000034337
0361010000004078,1827BC,64,104,woonfunctie,Verblijfsobject in gebruik,0361100000043453
0361010000002621,1817JN,127,46,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000003060,1816HB,8,103,woonfunctie,Verblijfsobject in gebruik,0361100000019602
0361010000005093,1814JD,25,92,woonfunctie,Verblijfsobject in gebruik,0361100000003880
0361010000001146,1827DK,92,56,woonfunctie,Verblijfsobject in gebruik,0361100000041679
0361010000002202,1826DD,3,107,woonfunctie,Verblijfsobject in gebruik,0361100000034335
0361010000004622,1816DC,9,118,woonfunctie,Verblijfsobject in gebruik,0361100000024452
0361010000001147,1827DK,93,65,woonfunctie,Verblijfsobject in gebruik,0361100000041678
0361010000002622,1817JN,129,112,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000004080,1822AL,220,164,woonfunctie,Verblijfsobject in gebruik,0361100000032530
0361010000003563,1821AK,12,102,woonfunctie,Verblijfsobject in gebruik,0361100000101129
0361010000004085,1822AL,208,142,industriefunctie,Verblijfsobject in gebruik,0361100000032116
0361010000005095,1814JD,27,90,woonfunctie,Verblijfsobject in gebruik,0361100000003878
0361010000002203,1826DD,4,102,woonfunctie,Verblijfsobject in gebruik,0361100000034333
0361010000001148,1827DK,94,65,woonfunctie,Verblijfsobject in gebruik,0361100000041678
0361010000002204,1826DD,5,18,kantoorfunctie,Verblijfsobject in gebruik,0361100000034385
0361010000002623,1817JN,131,82,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000004624,1816DC,11,118,woonfunctie,Verblijfsobject in gebruik,0361100000024451
0361010000002205,1826DD,6,99,woonfunctie,Verblijfsobject in gebruik,0361100000034384
0361010000003062,1816HB,10,112,woonfunctie,Verblijfsobject in gebruik,0361100000019599
0361010000001149,1827DK,95,63,woonfunctie,Verblijfsobject in gebruik,0361100000041678
0361010000002624,1817JN,133,46,woonfunctie,Verblijfsobject in gebruik,0361100000029056
0361010000001554,1827DB,1,90,woonfunctie,Verblijfsobject in gebruik,0361100000041400
0361010000002206,1826DD,7,99,woonfunctie,Verblijfsobject in gebruik,0361100000034381
0361010000002625,1823GN,1,100,woonfunctie,Verblijfsobject in gebruik,0361100000020741
0361010000004626,1816DC,13,118,woonfunctie,Verblijfsobject in gebruik,0361100000024449
0361010000001555,1827DB,2,75,woonfunctie,Verblijfsobject in gebruik,0361100000103417
0361010000001150,1827DK,96,63,woonfunctie,Verblijfsobject in gebruik,0361100000041678
0361010000002207,1826DD,8,92,woonfunctie,Verblijfsobject in gebruik,0361100000034379
0361010000001556,1827DB,3,102,woonfunctie,Verblijfsobject in gebruik,0361100000041395
0361010000002626,1823GN,6,73,woonfunctie,Verblijfsobject in gebruik,0361100000020220
0361010000003565,1821AK,14,90,woonfunctie,Verblijfsobject in gebruik,0361100000011922
0361010000003063,1816HA,11,140,woonfunctie,Verblijfsobject in gebruik,0361100000102078
0361010000002208,1826DD,9,90,woonfunctie,Verblijfsobject in gebruik,0361100000034377
0361010000001151,1827DK,97,56,woonfunctie,Verblijfsobject in gebruik,0361100000041678
0361010000004628,1816DC,15,118,woonfunctie,Verblijfsobject in gebruik,0361100000102338
0361010000002627,1823GN,8,99,woonfunctie,Verblijfsobject in gebruik,0361100000101359
0361010000001557,1827DB,4,75,woonfunctie,Verblijfsobject in gebruik,0361100000041557
0361010000002209,1826DD,10,77,woonfunctie,Verblijfsobject in gebruik,0361100000103144
0361010000002628,1823GN,10,107,woonfunctie,Verblijfsobject in gebruik,0361100000020218
0361010000001558,1827DB,5,90,woonfunctie,Verblijfsobject in gebruik,0361100000041394
0361010000001152,1827DK,98,56,woonfunctie,Verblijfsobject in gebruik,0361100000041678
0361010000002210,1826DD,11,109,woonfunctie,Verblijfsobject in gebruik,0361100000103145
0361010000003567,1821AK,16,75,woonfunctie,Verblijfsobject in gebruik,0361100000011920
0361010000004630,1816DC,17,135,woonfunctie,Verblijfsobject in gebruik,0361100000024448
0361010000000692,1814ME,17,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000001559,1827DB,6,75,woonfunctie,Verblijfsobject in gebruik,0361100000041554
0361010000002629,1823GN,12,99,woonfunctie,Verblijfsobject in gebruik,0361100000020216
0361010000001153,1827DK,99,62,woonfunctie,Verblijfsobject in gebruik,0361100000041677
0361010000002211,1826DD,12,90,woonfunctie,Verblijfsobject in gebruik,0361100000034098
0361010000001560,1827DB,7,90,woonfunctie,Verblijfsobject in gebruik,0361100000041392
0361010000002630,1823GN,14,99,woonfunctie,Verblijfsobject in gebruik,0361100000020215
0361010000001154,1827DK,100,65,woonfunctie,Verblijfsobject in gebruik,0361100000041677
0361010000003065,1816HA,17,131,woonfunctie,Verblijfsobject in gebruik,0361100000020248
0361010000000693,1814ME,19,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002212,1826DD,13,90,woonfunctie,Verblijfsobject in gebruik,0361100000103146
0361010000004632,1816DC,19,118,woonfunctie,Verblijfsobject in gebruik,0361100000102337
0361010000001561,1827DB,8,75,woonfunctie,Verblijfsobject in gebruik,0361100000041552
0361010000002631,1823GN,16,73,woonfunctie,Verblijfsobject in gebruik,0361100000020219
0361010000003066,1816HB,18,125,woonfunctie,Verblijfsobject in gebruik,0361100000019594
0361010000003569,1821AK,18,92,woonfunctie,Verblijfsobject in gebruik,0361100000011916
0361010000002632,1823GN,18,10,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000020265
0361010000002213,1826DD,14,90,woonfunctie,Verblijfsobject in gebruik,0361100000034091
0361010000001562,1827DB,9,75,woonfunctie,Verblijfsobject in gebruik,0361100000041512
0361010000001155,1827DK,101,63,woonfunctie,Verblijfsobject in gebruik,0361100000041677
0361010000000694,1814ME,21,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000000695,1814ME,23,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000005100,1814JE,32,133,woonfunctie,Verblijfsobject in gebruik,0361100000003475
0361010000002633,1823GN,24,73,woonfunctie,Verblijfsobject in gebruik,0361100000019276
0361010000000696,1814ME,25,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002214,1826DD,15,90,woonfunctie,Verblijfsobject in gebruik,0361100000034090
0361010000001563,1827DB,10,75,woonfunctie,Verblijfsobject in gebruik,0361100000041551
0361010000004634,1816DC,21,118,woonfunctie,Verblijfsobject in gebruik,0361100000024224
0361010000003067,1816HA,19,105,woonfunctie,Verblijfsobject in gebruik,0361100000020246
0361010000000697,1814ME,27,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000005101,1814JD,33,105,woonfunctie,Verblijfsobject in gebruik,0361100000003661
0361010000002634,1823GN,26,102,woonfunctie,Verblijfsobject in gebruik,0361100000019275
0361010000001156,1827DK,102,63,woonfunctie,Verblijfsobject in gebruik,0361100000041677
0361010000000698,1814ME,29,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000001564,1827DB,11,78,woonfunctie,Verblijfsobject in gebruik,0361100000041513
0361010000002215,1826DD,16,105,woonfunctie,Verblijfsobject in gebruik,0361100000034088
0361010000000699,1814ME,31,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000000700,1814ME,33,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000003068,1816HB,20,103,woonfunctie,Verblijfsobject in gebruik,0361100000019590
0361010000002635,1823GN,28,102,woonfunctie,Verblijfsobject in gebruik,0361100000019273
0361010000001565,1827DB,12,78,woonfunctie,Verblijfsobject in gebruik,0361100000041550
0361010000002216,1826DD,17,105,woonfunctie,Verblijfsobject in gebruik,0361100000034086
0361010000003572,1821AH,21,95,woonfunctie,Verblijfsobject in gebruik,0361100000101229
0361010000000701,1814ME,35,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000004636,1816DC,23,118,woonfunctie,Verblijfsobject in gebruik,0361100000024222
0361010000001157,1827DK,103,56,woonfunctie,Verblijfsobject in gebruik,0361100000041677
0361010000000702,1814ME,37,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002636,1823GN,30,102,woonfunctie,Verblijfsobject in gebruik,0361100000019272
0361010000000703,1814ME,39,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002217,1826DD,18,90,woonfunctie,Verblijfsobject in gebruik,0361100000034085
0361010000001566,1827DB,13,75,woonfunctie,Verblijfsobject in gebruik,0361100000103416
0361010000003573,1821AK,22,77,woonfunctie,Verblijfsobject in gebruik,0361100000011913
0361010000005102,1814JE,34,106,woonfunctie,Verblijfsobject in gebruik,0361100000003474
0361010000000704,1814ME,41,20,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000000705,1814ME,43,39,"industriefunctie,winkelfunctie",Verblijfsobject in gebruik,0361100000001225
0361010000002637,1823GN,32,99,woonfunctie,Verblijfsobject in gebruik,0361100000019271
0361010000002218,1826DD,19,90,woonfunctie,Verblijfsobject in gebruik,0361100000034082
0361010000001158,1827DK,104,56,woonfunctie,Verblijfsobject in gebruik,0361100000041677
0361010000003574,1821AH,23,94,woonfunctie,Verblijfsobject in gebruik,0361100000101228
0361010000004638,1816DC,25,118,woonfunctie,Verblijfsobject in gebruik,0361100000024218
0361010000003069,1816HA,21,123,woonfunctie,Verblijfsobject in gebruik,0361100000020245
0361010000005103,1814JD,35,116,woonfunctie,Verblijfsobject in gebruik,0361100000003660
0361010000001567,1827DB,15,76,woonfunctie,Verblijfsobject in gebruik,0361100000041515
0361010000002638,1823GN,34,73,woonfunctie,Verblijfsobject in gebruik,0361100000019270
0361010000001159,1827DK,105,65,woonfunctie,Verblijfsobject in gebruik,0361100000041676
0361010000004639,1816DC,27,121,woonfunctie,Verblijfsobject in gebruik,0361100000024217
0361010000005104,1814JE,36,97,woonfunctie,Verblijfsobject in gebruik,0361100000003473
0361010000002219,1826DD,20,77,woonfunctie,Verblijfsobject in gebruik,0361100000034057
0361010000000706,1814ME,45,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002639,1825RT,1,327,bijeenkomstfunctie,Verblijfsobject in gebruik,0361100000035476
0361010000002640,1825RT,3,10,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000035506
0361010000001160,1827DK,106,65,woonfunctie,Verblijfsobject in gebruik,0361100000041676
0361010000002641,1822BJ,2,1403,"industriefunctie,winkelfunctie",Verblijfsobject in gebruik,0361100000027036
0361010000002220,1826DD,21,109,woonfunctie,Verblijfsobject in gebruik,0361100000034058
0361010000004640,1816DC,29,118,woonfunctie,Verblijfsobject in gebruik,0361100000024215
0361010000001568,1827DB,17,76,woonfunctie,Verblijfsobject in gebruik,0361100000041518
0361010000002642,1822BH,3,1646,"industriefunctie,winkelfunctie",Verblijfsobject in gebruik,0361100000027786
0361010000003070,1816HB,22,106,woonfunctie,Verblijfsobject in gebruik,0361100000019586
0361010000005105,1814JD,37,126,woonfunctie,Verblijfsobject in gebruik,0361100000003659
0361010000003576,1821AH,25,118,woonfunctie,Verblijfsobject in gebruik,0361100000101118
0361010000002643,1822BJ,4,10,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000027618
0361010000000707,1814ME,47,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002221,1826DD,22,68,woonfunctie,Verblijfsobject in gebruik,0361100000034059
0361010000004641,1826BA,1,129,woonfunctie,Verblijfsobject in gebruik,0361100000033609
0361010000002644,1822BH,5,1596,winkelfunctie,Verblijfsobject in gebruik,0361100000027973
0361010000001161,1827DK,107,63,woonfunctie,Verblijfsobject in gebruik,0361100000041676
0361010000001569,1827DB,19,75,woonfunctie,Verblijfsobject in gebruik,0361100000041519
0361010000003071,1816HA,23,110,woonfunctie,Verblijfsobject in gebruik,0361100000020243
0361010000002222,1826HP,1,78,woonfunctie,Verblijfsobject in gebruik,0361100000037802
0361010000004642,1826BA,2,96,woonfunctie,Verblijfsobject in gebruik,0361100000033608
0361010000001570,1827DB,21,91,woonfunctie,Verblijfsobject in gebruik,0361100000041520
0361010000002645,1822BJ,6,1090,industriefunctie,Verblijfsobject in gebruik,0361100000027597
0361010000003577,1821AK,26,99,woonfunctie,Verblijfsobject in gebruik,0361100000011907
0361010000000708,1814ME,49,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002223,1826HP,2,78,woonfunctie,Verblijfsobject in gebruik,0361100000037803
0361010000003072,1816HB,24,102,woonfunctie,Verblijfsobject in gebruik,0361100000019583
0361010000001162,1827DK,108,63,woonfunctie,Verblijfsobject in gebruik,0361100000041676
0361010000001571,1827DB,23,91,woonfunctie,Verblijfsobject in gebruik,0361100000041522
0361010000003578,1821AH,27,118,woonfunctie,Verblijfsobject in gebruik,0361100000101127
0361010000002224,1826HP,3,78,woonfunctie,Verblijfsobject in gebruik,0361100000037804
0361010000000709,1814ME,51,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000001572,1811HB,1,76,woonfunctie,Verblijfsobject in gebruik,0361100000105184
0361010000004643,1826BA,3,143,woonfunctie,Verblijfsobject in gebruik,0361100000033607
0361010000003073,1816HA,25,121,woonfunctie,Verblijfsobject in gebruik,0361100000020242
0361010000001163,1827DK,109,56,woonfunctie,Verblijfsobject in gebruik,0361100000041676
0361010000003579,1821AK,28,90,woonfunctie,Verblijfsobject in gebruik,0361100000011905
0361010000002646,1822BH,9,2493,"industriefunctie,winkelfunctie",Verblijfsobject in gebruik,0361100000028225
0361010000002225,1826HP,4,78,woonfunctie,Verblijfsobject in gebruik,0361100000037805
0361010000002647,1822BJ,10,707,industriefunctie,Verblijfsobject in gebruik,0361100000027807
0361010000002649,1822BH,11,1805,industriefunctie,Verblijfsobject in gebruik,0361100000028508
0361010000005107,1814JD,39,124,woonfunctie,Verblijfsobject in gebruik,0361100000003658
0361010000003580,1821AH,29,118,woonfunctie,Verblijfsobject in gebruik,0361100000101192
0361010000002226,1826HP,5,116,woonfunctie,Verblijfsobject in gebruik,0361100000037814
0361010000000710,1814ME,53,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000001573,1811HB,2,84,woonfunctie,Verblijfsobject in gebruik,0361100000105185
0361010000001164,1827DK,110,56,woonfunctie,Verblijfsobject in gebruik,0361100000041676
0361010000003074,1816HB,26,159,woonfunctie,Verblijfsobject in gebruik,0361100000019581
0361010000002650,1822BJ,12,647,industriefunctie,Verblijfsobject in gebruik,0361100000028118
0361010000004645,1826BA,5,93,woonfunctie,Verblijfsobject in gebruik,0361100000033605
0361010000002227,1826HP,6,116,woonfunctie,Verblijfsobject in gebruik,0361100000037812
0361010000001165,1827DL,111,63,woonfunctie,Verblijfsobject in gebruik,0361100000041675
0361010000002228,1826HP,7,83,woonfunctie,Verblijfsobject in gebruik,0361100000037807
0361010000002229,1826HP,8,81,woonfunctie,Verblijfsobject in gebruik,0361100000037807
0361010000005108,1814JE,40,104,woonfunctie,Verblijfsobject in gebruik,0361100000003471
0361010000001166,1827DL,112,63,woonfunctie,Verblijfsobject in gebruik,0361100000041675
0361010000002651,1822BH,13,1624,industriefunctie,Verblijfsobject in gebruik,0361100000028896
0361010000003076,1816HB,28,136,woonfunctie,Verblijfsobject in gebruik,0361100000019577
0361010000002230,1826HP,9,75,woonfunctie,Verblijfsobject in gebruik,0361100000037807
0361010000002653,1822BH,15,1530,industriefunctie,Verblijfsobject in gebruik,0361100000029110
0361010000004646,1826BA,6,117,woonfunctie,Verblijfsobject in gebruik,0361100000033242
0361010000000711,1814ME,55,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000003582,1821AH,31,121,woonfunctie,Verblijfsobject in gebruik,0361100000101193
0361010000001575,1811HB,3,64,woonfunctie,Verblijfsobject in gebruik,0361100000105184
0361010000002655,1822BH,17,1100,industriefunctie,Verblijfsobject in gebruik,0361100000029111
0361010000001167,1827DL,113,56,woonfunctie,Verblijfsobject in gebruik,0361100000041675
0361010000002231,1826HP,10,73,woonfunctie,Verblijfsobject in gebruik,0361100000037807
0361010000002656,1822BJ,18,700,industriefunctie,Verblijfsobject in gebruik,0361100000028195
0361010000004647,1826BA,7,121,woonfunctie,Verblijfsobject in gebruik,0361100000033241
0361010000001576,1811HB,5,61,woonfunctie,Verblijfsobject in gebruik,0361100000105184
0361010000002232,1826HP,11,116,woonfunctie,Verblijfsobject in gebruik,0361100000037524
