postcode,p6_kwh_2023,p6_kwh_productie_2023,p6_gasm3_2023,p6_gas_aansluitingen_2023,p6_grondbeslag_m2,pc6_gemiddelde_woz_waarde_woning,pc6_eigendomssituatie_perc_koop,pc6_eigendomssituatie_perc_huur,pc6_eigendomssituatie_aantal_woningen_corporaties,buurtcode,wijkcode,gemeentecode,oppervlakte,woningequivalent,gas_ean_count,heat_demand_label_based,residential_share,address_count,p6_gasm3_2023_raw,climate_normalized,gas_input_kwh_annual,heat_gas_delivered,heat_nongas_estimated,heat_gross_annual,current_electrification_share,weight_res,weight_nonres,weight_E1,weight_E2,weight_G1,weight_G2
1827KB,2609.0,898.0,1169.55,36,1393,0,0,0,0,BU03610703,WK036107,GM0361,708.0,6,6,150000.0,1.0,6,1017.0,True,4456.336364999999,4099.8294558,6412.5537642,10512.38322,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KC,2609.0,898.0,1169.55,36,1393,267,100,0,0,BU03610703,WK036107,GM0361,1503.0,12,12,313700.0,1.0,12,1017.0,True,4456.336364999999,4099.8294558,6412.5537642,10512.38322,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KD,2465.0,702.0,1406.4499999999998,32,2256,262,0,0,0,BU03610703,WK036107,GM0361,688.0,6,6,146500.0,1.0,6,1223.0,True,5358.996434999999,4930.2767201999995,7711.458459799998,12641.735179999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KE,2465.0,702.0,1406.4499999999998,32,2256,397,100,0,0,BU03610703,WK036107,GM0361,1508.0,11,11,307460.0,1.0,11,1223.0,True,5358.996434999999,4930.2767201999995,7711.458459799998,12641.735179999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KG,2654.0,717.0,1010.8499999999999,33,2766,390,0,0,0,BU03610703,WK036107,GM0361,812.0,6,6,178640.0,1.0,6,879.0,True,3851.641754999999,3543.5104145999994,5542.4137254,9085.92414,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KH,2654.0,717.0,1010.8499999999999,33,2766,286,90,0,0,BU03610703,WK036107,GM0361,1395.0,12,11,306900.0,1.0,12,879.0,True,3851.641754999999,3543.5104145999994,5542.4137254,9085.92414,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KJ,3643.0,1045.0,1383.4499999999998,34,3779,408,100,0,0,BU03610703,WK036107,GM0361,2591.0,18,18,533382.5,0.9473684210526315,19,1203.0,True,5271.359534999999,4849.650772199999,7585.3512077999985,12435.001979999997,0.61,0.9473684210526315,0.052631578947368474,0.9473684210526315,0.052631578947368474,0.9473684210526315,0.052631578947368474
1827KK,3614.0,1010.0,1035.0,20,1161,283,100,0,0,BU03610703,WK036107,GM0361,1171.0,11,11,238720.0,1.0,11,900.0,True,3943.6605,3628.16766,5674.826339999999,9302.993999999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KN,589.0,181.0,922.3,35,1444,0,0,0,0,BU03610703,WK036107,GM0361,396.0,3,3,81090.0,1.0,3,802.0,True,3514.2396899999994,3233.1005147999995,5056.9008052,8290.00132,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KR,2410.0,1115.0,922.3,35,1444,283,0,80,0,BU03610704,WK036107,GM0361,1495.0,15,15,195460.0,1.0,15,802.0,True,3514.2396899999994,3233.1005147999995,5056.9008052,8290.00132,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KS,2812.0,606.0,1063.75,39,1578,311,100,0,0,BU03610704,WK036107,GM0361,2465.0,20,20,518500.0,1.0,20,925.0,True,4053.206625,3728.950095,5832.460405,9561.4105,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KT,2834.0,963.0,907.3499999999999,50,1826,309,100,0,0,BU03610704,WK036107,GM0361,3043.0,26,26,628715.0,1.0,26,789.0,True,3457.2757050000005,3180.6936486000004,4974.9310914,8155.62474,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KV,1786.0,1249.0,928.05,23,621,279,0,0,0,BU03610704,WK036107,GM0361,1152.0,12,12,120000.0,1.0,12,807.0,True,3536.1489149999993,3253.2570017999997,5088.4276182,8341.68462,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KW,3319.0,729.0,910.8,20,719,299,100,0,0,BU03610704,WK036107,GM0361,1133.0,11,11,198275.0,1.0,11,792.0,True,3470.4212399999997,3192.7875408,4993.8471792,8186.63472,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827KX,1349.0,476.0,646.3,147,7022,168,0,100,75,BU03610703,WK036107,GM0361,5543.0,78,77,805350.0,0.9493670886075949,79,562.0,True,2462.59689,2265.5891388,3543.6137811999997,5809.20292,0.61,0.9493670886075949,0.05063291139240511,0.9493670886075949,0.05063291139240511,0.9493670886075949,0.05063291139240511
1827LA,2797.0,0.0,3615.6,33,9824,231,0,0,0,BU03610700,WK036107,GM0361,794.0,8,9,157585.0,0.7,10,3144.0,True,13776.52068,12674.3990256,19824.0600144,32498.459039999998,0.61,0.7,0.30000000000000004,0.7,0.30000000000000004,0.7,0.30000000000000004
1827LB,10641.0,308.0,3615.6,33,9824,259,0,100,0,BU03610700,WK036107,GM0361,10247.0,85,4,795950.0,0.5428571428571428,70,3144.0,True,13776.52068,12674.3990256,506758.17766145885,519432.57668705884,0.9755995299593312,0.5428571428571428,0.4571428571428572,0.5428571428571428,0.4571428571428572,0.5428571428571428,0.4571428571428572
1827LC,1363.0,267.0,606.05,108,10968,171,0,100,75,BU03610700,WK036107,GM0361,5345.0,74,74,656915.0,1.0,74,527.0,True,2309.2323149999997,2124.4937298,3322.9260902,5447.41982,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LD,2593.0,940.0,890.0999999999999,53,2713,264,100,0,0,BU03610700,WK036107,GM0361,2834.0,27,27,609090.0,0.9642857142857143,28,774.0,True,3391.5480299999995,3120.2241876,4880.350652399999,8000.574839999998,0.61,0.9642857142857143,0.0357142857142857,0.9642857142857143,0.0357142857142857,0.9642857142857143,0.0357142857142857
1827LE,2588.0,619.0,801.55,68,4339,266,100,0,0,BU03610700,WK036107,GM0361,3825.0,36,36,802685.0,1.0,36,697.0,True,3054.1459649999997,2809.8142878,4394.8377322,7204.6520199999995,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LG,3436.0,594.0,898.15,53,2145,265,100,0,0,BU03610700,WK036107,GM0361,3027.0,29,29,645060.0,1.0,29,781.0,True,3422.2209449999996,3148.4432693999997,4924.4881906,8072.93146,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LH,3659.0,724.0,1207.5,27,3576,357,100,0,0,BU03610700,WK036107,GM0361,1862.0,14,14,397175.0,1.0,14,1050.0,True,4600.93725,4232.8622700000005,6620.63073,10853.493,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LJ,2836.0,703.0,865.9499999999999,62,3562,267,100,0,0,BU03610700,WK036107,GM0361,3451.0,33,33,718345.0,1.0,33,753.0,True,3299.529285,3035.5669422,4747.938037799999,7783.504979999999,0.6099999999999999,1.0,0.0,1.0,0.0,1.0,0.0
1827LK,2017.0,1159.0,849.8499999999999,35,1203,258,90,0,0,BU03610700,WK036107,GM0361,2004.0,19,19,417997.5,1.0,19,739.0,True,3238.183454999999,2979.1287785999994,4659.662961399999,7638.791739999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LL,2224.0,586.0,833.7499999999999,62,2470,238,0,0,0,BU03610700,WK036107,GM0361,707.0,7,6,151175.0,1.0,7,725.0,True,3176.837624999999,2922.6906149999995,4571.387884999999,7494.078499999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LM,2224.0,586.0,833.7499999999999,62,2470,243,80,20,0,BU03610700,WK036107,GM0361,2301.0,27,26,475757.5,1.0,27,725.0,True,3176.837624999999,2922.6906149999995,4571.387884999999,7494.078499999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LN,2524.0,744.0,945.3,52,3514,272,100,0,0,BU03610700,WK036107,GM0361,2984.0,28,28,623262.5,1.0,28,822.0,True,3601.876589999999,3313.7264627999994,5183.008057199999,8496.734519999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LP,2488.0,776.0,957.9499999999999,61,3116,282,80,20,5,BU03610700,WK036107,GM0361,3288.0,33,33,679640.0,1.0,33,833.0,True,3650.0768849999995,3358.0707341999996,5252.367045799999,8610.437779999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LR,2253.0,691.0,930.3499999999999,53,3174,253,100,0,0,BU03610700,WK036107,GM0361,2861.0,28,28,629420.0,1.0,28,809.0,True,3544.912605,3261.3195966000003,5101.0383434,8362.35794,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LS,2399.0,578.0,1147.6999999999998,37,1107,248,50,50,10,BU03610700,WK036107,GM0361,1895.0,21,21,403535.0,1.0,21,998.0,True,4373.08131,4023.2348051999998,6292.7518748,10315.98668,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LV,2928.0,389.0,1213.25,42,1382,254,60,40,0,BU03610700,WK036107,GM0361,1931.0,21,21,407960.0,1.0,21,1055.0,True,4622.846474999999,4253.018757,6652.157542999999,10905.1763,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LX,2446.0,1173.0,856.7499999999999,47,4441,339,100,0,0,BU03610700,WK036107,GM0361,3090.0,26,25,650305.0,1.0,26,745.0,True,3264.474524999999,3003.3165629999994,4697.495137,7700.811699999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827LZ,2532.0,721.0,802.6999999999999,50,2039,270,100,0,0,BU03610700,WK036107,GM0361,2816.0,26,26,615065.0,1.0,26,698.0,True,3058.5278099999996,2813.8455851999997,4401.1430948,7214.9886799999995,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MA,2490.0,140.0,936.0999999999999,34,851,232,30,70,10,BU03610700,WK036107,GM0361,1502.0,19,19,323090.0,1.0,19,814.0,True,3566.8218299999994,3281.4760835999996,5132.565156399999,8414.041239999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MB,1741.0,155.0,619.8499999999999,62,2891,169,0,100,0,BU03610700,WK036107,GM0361,2438.0,38,39,437990.0,1.0,38,539.0,True,2361.8144549999997,2172.8692985999996,3398.590441399999,5571.459739999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MC,2974.0,452.0,872.8499999999999,37,849,235,60,40,10,BU03610700,WK036107,GM0361,1519.0,19,19,330940.0,1.0,19,759.0,True,3325.820355,3059.7547266,4785.770213399999,7845.524939999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MD,1554.0,139.0,703.8,61,1632,163,10,90,0,BU03610700,WK036107,GM0361,2108.0,37,37,415115.0,1.0,37,612.0,True,2681.6891399999995,2467.1540087999997,3858.8819111999996,6326.035919999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MG,2951.0,1918.0,1155.75,47,2933,415,100,0,0,BU03610700,WK036107,GM0361,3707.0,25,25,732670.0,1.0,25,1005.0,True,4403.754225000001,4051.4538870000006,6336.889413,10388.3433,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MH,1875.0,312.0,1043.05,31,744,236,0,80,10,BU03610700,WK036107,GM0361,1345.0,16,16,292120.0,1.0,16,907.0,True,3974.3334149999996,3656.3867418,5718.963878199999,9375.35062,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MJ,3441.0,645.0,947.5999999999999,58,3331,329,100,0,0,BU03610700,WK036107,GM0361,3715.0,30,30,787097.5,1.0,30,824.0,True,3610.6402799999987,3321.789057599999,5195.618782399999,8517.407839999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MK,2700.0,1092.0,1189.1,44,2687,413,100,0,0,BU03610700,WK036107,GM0361,3672.0,25,25,723087.5,1.0,25,1034.0,True,4530.827729999999,4168.361511599999,6519.744928399999,10688.106439999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827ML,2885.0,51.0,891.2499999999999,35,867,227,40,60,10,BU03610700,WK036107,GM0361,1437.0,19,19,316140.0,1.0,19,775.0,True,3395.9298749999994,3124.2554849999997,4886.656015,8010.911499999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MN,2695.0,753.0,954.4999999999999,27,1940,314,80,0,0,BU03610700,WK036107,GM0361,1624.0,14,14,334092.5,1.0,14,830.0,True,3636.93135,3345.976842,5233.450957999999,8579.4278,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827MP,2416.0,683.0,1171.85,37,1456,274,70,30,5,BU03610700,WK036107,GM0361,2025.0,21,21,436335.0,0.9545454545454546,22,1019.0,True,4465.100055,4107.8920506,6425.164489399999,10533.05654,0.61,0.9545454545454546,0.045454545454545414,0.9545454545454546,0.045454545454545414,0.9545454545454546,0.045454545454545414
1827NA,3535.0,2373.0,1351.25,40,3595,463,100,0,0,BU03610700,WK036107,GM0361,3561.0,21,21,768120.0,1.0,21,1175.0,True,5148.667875000001,4736.774445000001,7408.801055,12145.5755,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NB,3981.0,2794.0,1207.5,45,4197,446,100,0,0,BU03610700,WK036107,GM0361,4243.0,25,25,894535.0,1.0,25,1050.0,True,4600.93725,4232.8622700000005,6620.63073,10853.493,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NC,2904.0,1015.0,1393.8,41,3454,456,100,0,0,BU03610700,WK036107,GM0361,3488.0,21,21,712525.0,1.0,21,1212.0,True,5310.79614,4885.9324488,7642.099471199999,12528.03192,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827ND,2545.0,2586.0,1314.4499999999998,32,4019,447,100,0,0,BU03610700,WK036107,GM0361,3089.0,18,18,623695.0,0.9473684210526315,19,1143.0,True,5008.448835,4607.7729282,7207.029451799999,11814.80238,0.61,0.9473684210526315,0.052631578947368474,0.9473684210526315,0.052631578947368474,0.9473684210526315,0.052631578947368474
1827NE,3502.0,1709.0,1377.6999999999998,23,1850,491,100,0,0,BU03610700,WK036107,GM0361,2356.0,12,12,396295.0,1.0,12,1198.0,True,5249.450309999999,4829.4942851999995,7553.824394799999,12383.318679999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NG,2805.0,2248.0,2370.1499999999996,42,3365,0,0,0,0,BU03610700,WK036107,GM0361,620.0,4,4,115862.5,1.0,4,2061.0,True,9030.982544999997,8308.503941399998,12995.352318599998,21303.856259999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NH,2805.0,2248.0,2370.1499999999996,42,3365,435,0,0,0,BU03610700,WK036107,GM0361,1413.0,9,9,276760.0,1.0,9,2061.0,True,9030.982544999997,8308.503941399998,12995.352318599998,21303.856259999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NJ,7309.0,3562.0,2370.1499999999996,42,3365,351,0,0,0,BU03610704,WK036107,GM0361,3386.0,25,10,579085.0,0.9090909090909091,11,2061.0,True,9030.982544999997,8308.503941399998,12995.352318599998,21303.856259999997,0.61,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.09090909090909094
1827NK,2357.0,653.0,882.05,44,1617,273,30,70,20,BU03610704,WK036107,GM0361,3190.0,30,29,555495.0,1.0,30,767.0,True,3360.875115,3092.0051058,4836.2131142,7928.21822,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NM,2234.0,1073.0,771.65,28,2909,318,100,0,0,BU03610704,WK036107,GM0361,1952.0,16,16,336585.0,1.0,16,671.0,True,2940.217995,2705.0005554,4230.8983046,6935.89886,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NN,3377.0,1353.0,1086.75,41,2709,392,100,0,0,BU03610704,WK036107,GM0361,3498.0,22,21,583675.0,1.0,22,945.0,True,4140.843525,3809.576043,5958.567656999999,9768.143699999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NP,3170.0,1104.0,967.15,33,1980,0,100,0,0,BU03610704,WK036107,GM0361,2474.0,18,18,422255.0,1.0,18,841.0,True,3685.131645,3390.3211134000003,5302.809946599999,8693.13106,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NR,2865.0,1348.0,862.4999999999999,36,1535,319,100,0,0,BU03610704,WK036107,GM0361,2565.0,19,19,431232.5,1.0,19,750.0,True,3286.3837499999995,3023.4730499999996,4729.021949999999,7752.494999999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NS,2421.0,451.0,757.8499999999999,57,1531,203,20,80,25,BU03610704,WK036107,GM0361,2717.0,36,36,481685.0,1.0,36,659.0,True,2887.6358549999995,2656.6249866,4155.233953399999,6811.858939999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NT,2683.0,1977.0,1015.4499999999999,33,1279,371,100,0,0,BU03610704,WK036107,GM0361,2407.0,17,17,411152.5,1.0,17,883.0,True,3869.1691349999996,3559.6356041999998,5567.635175799999,9127.270779999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827NV,2230.0,1178.0,925.7499999999999,50,2268,0,0,0,0,BU03610704,WK036107,GM0361,1164.0,9,8,208760.0,0.9,10,805.0,True,3527.3852249999986,3245.194406999999,5075.816892999999,8321.011299999998,0.61,0.9,0.09999999999999998,0.9,0.09999999999999998,0.9,0.09999999999999998
1827NW,2673.0,994.0,925.7499999999999,50,2268,290,100,0,0,BU03610704,WK036107,GM0361,2041.0,20,20,340770.0,1.0,20,805.0,True,3527.3852249999986,3245.194406999999,5075.816892999999,8321.011299999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PA,3314.0,1416.0,1383.4499999999998,45,1996,347,50,50,0,BU03610704,WK036107,GM0361,3918.0,32,22,703912.5,0.9565217391304348,23,1203.0,True,5271.359534999999,4849.650772199999,7585.3512077999985,12435.001979999997,0.61,0.9565217391304348,0.04347826086956519,0.9565217391304348,0.04347826086956519,0.9565217391304348,0.04347826086956519
1827PB,2458.0,646.0,1133.8999999999999,34,3232,356,90,0,0,BU03610704,WK036107,GM0361,2568.0,19,19,541290.0,1.0,19,986.0,True,4320.499169999999,3974.8592363999996,6217.087523599999,10191.946759999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PC,3032.0,1916.0,794.65,41,1654,298,100,0,0,BU03610704,WK036107,GM0361,2195.0,22,22,448862.5,0.9565217391304348,23,691.0,True,3027.8548949999995,2785.6265034,4357.0055566,7142.63206,0.61,0.9565217391304348,0.04347826086956519,0.9565217391304348,0.04347826086956519,0.9565217391304348,0.04347826086956519
1827PD,2220.0,850.0,892.4,39,2306,279,100,0,0,BU03610704,WK036107,GM0361,2187.0,21,21,463467.5,1.0,21,776.0,True,3400.31172,3128.2867824000004,4892.9613776,8021.24816,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PE,2734.0,438.0,940.6999999999999,39,2803,283,100,0,0,BU03610704,WK036107,GM0361,2231.0,21,21,472707.5,1.0,21,818.0,True,3584.34921,3297.6012732,5157.7866068,8455.38788,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PG,2794.0,775.0,948.7499999999999,43,1741,291,100,0,0,BU03610704,WK036107,GM0361,2482.0,24,24,503782.5,1.0,24,825.0,True,3615.0221249999995,3325.820355,5201.924144999999,8527.744499999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PH,2765.0,1473.0,1140.8,39,2597,324,100,0,0,BU03610704,WK036107,GM0361,2697.0,22,22,526642.5,0.8461538461538461,26,992.0,True,4346.790239999999,3999.0470207999997,6254.919699199999,10253.966719999999,0.61,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.15384615384615385
1827PJ,2778.0,513.0,1002.8,51,2809,307,100,0,0,BU03610704,WK036107,GM0361,3151.0,27,27,656895.0,1.0,27,872.0,True,3820.9688400000005,3515.2913328000004,5498.2761872,9013.56752,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PK,2583.0,992.0,877.4499999999999,50,3030,309,100,0,0,BU03610704,WK036107,GM0361,3154.0,27,27,659587.5,1.0,27,763.0,True,3343.3477350000003,3075.8799162000005,4810.9916637999995,7886.87158,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PL,2698.0,795.0,867.0999999999999,42,1496,271,100,0,0,BU03610704,WK036107,GM0361,2274.0,23,23,495745.0,0.9583333333333334,24,754.0,True,3303.91113,3039.5982396,4754.2434004,7793.84164,0.61,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663
1827PM,2985.0,974.0,879.7499999999999,37,1444,292,100,0,0,BU03610704,WK036107,GM0361,2319.0,22,22,476862.5,1.0,22,765.0,True,3352.111425,3083.942511,4823.602389,7907.5449,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PN,3713.0,903.0,962.55,49,4697,318,100,0,0,BU03610704,WK036107,GM0361,3254.0,26,26,698750.0,0.9285714285714286,28,837.0,True,3667.604265,3374.1959238,5277.5884962,8651.78442,0.61,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.0714285714285714
1827PP,2087.0,535.0,696.9,48,1914,270,90,0,0,BU03610704,WK036107,GM0361,2052.0,24,24,439680.0,1.0,24,606.0,True,2655.39807,2442.9662244,3821.0497355999996,6264.01596,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PR,2970.0,614.0,995.9,68,3931,250,60,40,15,BU03610703,WK036107,GM0361,3623.0,35,35,677137.5,0.9722222222222222,36,866.0,True,3794.6777699999993,3491.1035483999995,5460.4440116,8951.547559999999,0.61,0.9722222222222222,0.02777777777777779,0.9722222222222222,0.02777777777777779,0.9722222222222222,0.02777777777777779
1827PS,2017.0,876.0,1112.05,29,1770,237,40,60,10,BU03610703,WK036107,GM0361,1598.0,16,16,307910.0,1.0,16,967.0,True,4237.2441149999995,3898.2645857999996,6097.2856342,9995.55022,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PT,2141.0,885.0,916.55,30,1321,212,0,0,0,BU03610703,WK036107,GM0361,1552.0,16,16,263355.0,1.0,16,797.0,True,3492.330465,3212.9440278,5025.3739922,8238.31802,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PV,2731.0,752.0,953.3499999999999,48,2559,276,100,0,0,BU03610703,WK036107,GM0361,2775.0,26,26,578625.0,1.0,26,829.0,True,3632.549505,3341.9455446,5227.1455954,8569.09114,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PW,1652.0,331.0,593.4,74,3015,174,0,100,0,BU03610703,WK036107,GM0361,3294.0,50,50,468075.0,1.0,50,516.0,True,2261.03202,2080.1494584,3253.5671015999997,5333.71656,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PX,3597.0,1138.0,1360.4499999999998,28,1952,451,70,30,5,BU03610703,WK036107,GM0361,2288.0,15,15,379822.5,1.0,15,1183.0,True,5183.722634999999,4769.0248242,7459.243955799999,12228.268779999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827PZ,2612.0,911.0,1100.55,90,5320,560,0,0,0,BU03610703,WK036107,GM0361,1507.0,8,7,280192.5,1.0,8,957.0,True,4193.425665,3857.9516118,6034.2320082,9892.18362,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RA,2612.0,911.0,1100.55,90,5320,265,50,50,10,BU03610704,WK036107,GM0361,4374.0,41,41,740945.0,1.0,41,957.0,True,4193.425665,3857.9516118,6034.2320082,9892.18362,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RB,1689.0,1389.0,859.05,40,992,238,0,0,0,BU03610704,WK036107,GM0361,1812.0,20,20,240090.0,1.0,20,747.0,True,3273.238215,3011.3791578,4710.1058622,7721.48502,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RC,2550.0,763.0,984.4,40,3639,300,100,0,0,BU03610704,WK036107,GM0361,2809.0,23,23,547815.0,1.0,23,856.0,True,3750.85932,3450.7905744,5397.3903856,8848.18096,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RD,3084.0,999.0,946.4499999999999,37,1396,297,100,0,0,BU03610704,WK036107,GM0361,2029.0,20,20,360115.0,1.0,20,823.0,True,3606.258435,3317.7577602,5189.313419799999,8507.071179999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RE,2615.0,722.0,781.9999999999999,32,1166,0,100,0,0,BU03610704,WK036107,GM0361,1651.0,17,17,288925.0,1.0,17,680.0,True,2979.6545999999994,2741.2822319999996,4287.646567999999,7028.928799999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RG,2054.0,596.0,750.9499999999999,38,4407,170,0,0,0,BU03610704,WK036107,GM0361,1765.0,27,28,292955.0,1.0,27,653.0,True,2861.344785,2632.4372022,4117.4017778,6749.8389799999995,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RH,3138.0,1435.0,1422.55,42,3422,416,100,0,0,BU03610704,WK036107,GM0361,3149.0,24,22,543802.5,0.96,25,1237.0,True,5420.342264999999,4986.714883799999,7799.733536199999,12786.448419999999,0.61,0.96,0.040000000000000036,0.96,0.040000000000000036,0.96,0.040000000000000036
1827RJ,2879.0,554.0,859.05,44,1401,281,100,0,0,BU03610704,WK036107,GM0361,2387.0,24,24,397155.0,1.0,24,747.0,True,3273.238215,3011.3791578,4710.1058622,7721.48502,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RK,2663.0,868.0,980.9499999999999,41,1138,264,0,0,0,BU03610704,WK036107,GM0361,2112.0,22,22,243120.0,1.0,22,853.0,True,3737.7137850000004,3438.6966822000004,5378.4742978,8817.17098,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RL,3259.0,1108.0,783.15,19,1664,343,100,0,0,BU03610704,WK036107,GM0361,1234.0,10,10,229737.5,1.0,10,681.0,True,2984.036445,2745.3135294000003,4293.951930599999,7039.26546,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RM,2574.0,921.0,840.65,39,2709,327,100,0,0,BU03610704,WK036107,GM0361,2273.0,20,20,480087.5,1.0,20,731.0,True,3203.1286950000003,2946.8783994000005,4609.2200606,7556.09846,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RN,1207.0,615.0,807.3,42,734,169,0,0,0,BU03610704,WK036107,GM0361,1765.0,27,28,304090.0,1.0,27,702.0,True,3076.05519,2829.9707748,4426.364545199999,7256.335319999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RP,3638.0,602.0,954.4999999999999,31,3062,308,100,0,0,BU03610704,WK036107,GM0361,1960.0,16,16,424990.0,1.0,16,830.0,True,3636.93135,3345.976842,5233.450957999999,8579.4278,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RR,3396.0,388.0,877.4499999999999,24,2161,312,100,0,0,BU03610704,WK036107,GM0361,1294.0,12,12,280000.0,1.0,12,763.0,True,3343.3477350000003,3075.8799162000005,4810.9916637999995,7886.87158,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RS,4491.0,1187.0,998.1999999999999,31,1928,301,100,0,0,BU03610704,WK036107,GM0361,1872.0,16,15,359792.5,1.0,16,868.0,True,3803.44146,3499.1661432,5473.054736799999,8972.220879999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1827RT,2389.0,1375.0,762.4499999999999,27,2201,306,100,0,0,BU03610704,WK036107,GM0361,1599.0,14,14,345660.0,1.0,14,663.0,True,2905.163234999999,2672.7501761999993,4180.4554038,6853.205579999999,0.6100000000000001,1.0,0.0,1.0,0.0,1.0,0.0
1827RV,2796.0,948.0,893.55,35,3474,325,100,0,0,BU03610704,WK036107,GM0361,2191.0,18,18,471695.0,1.0,18,777.0,True,3404.693564999999,3132.3180797999994,4899.2667402,8031.584819999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
